"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pull","Jan 8, 2026, 4:38 PM","Jan 8, 2026, 6:32 PM","","Bent Over Row (Barbell)",,"Idk bro",4,"normal",70,6,,,
"Pull","Jan 8, 2026, 4:38 PM","Jan 8, 2026, 6:32 PM","","Preacher Curl (Machine)",,"",0,"warmup",40,6,,,
"Pull","Jan 8, 2026, 4:38 PM","Jan 8, 2026, 6:32 PM","","Preacher Curl (Machine)",,"",1,"failure",70,4,,,
"Pull","Jan 8, 2026, 4:38 PM","Jan 8, 2026, 6:32 PM","","Preacher Curl (Machine)",,"",2,"failure",65,6,,,
"Pull","Jan 8, 2026, 4:38 PM","Jan 8, 2026, 6:32 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"failure",95,3,,,
"Pull","Jan 8, 2026, 4:38 PM","Jan 8, 2026, 6:32 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"failure",88,6,,,
"Pull","Jan 8, 2026, 4:38 PM","Jan 8, 2026, 6:32 PM","","Hammer Curl (Dumbbell)",,"Normal ver",0,"normal",18,7,,,
"Pull","Jan 8, 2026, 4:38 PM","Jan 8, 2026, 6:32 PM","","Hammer Curl (Dumbbell)",,"Normal ver",1,"failure",26,6,,,
"Pull","Jan 8, 2026, 4:38 PM","Jan 8, 2026, 6:32 PM","","Hammer Curl (Dumbbell)",,"Normal ver",2,"failure",24,8,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Bench Press (Barbell)",,"Closer to 5th rep, bar is 50lb ~= 22.5kg",0,"warmup",22.5,10,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Bench Press (Barbell)",,"Closer to 5th rep, bar is 50lb ~= 22.5kg",1,"normal",62.5,8,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Bench Press (Barbell)",,"Closer to 5th rep, bar is 50lb ~= 22.5kg",2,"failure",90,4,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Bench Press (Barbell)",,"Closer to 5th rep, bar is 50lb ~= 22.5kg",3,"failure",82.5,5,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Lateral Raise (Dumbbell)",,"",0,"warmup",9.07,10,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Lateral Raise (Dumbbell)",,"",1,"failure",13.61,6,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Lateral Raise (Dumbbell)",,"",2,"failure",11.34,8,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","JM Press (Barbell)",,"Trying diff form out",0,"warmup",11,10,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","JM Press (Barbell)",,"Trying diff form out",1,"failure",31,8,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","JM Press (Barbell)",,"Trying diff form out",2,"normal",31,6,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","JM Press (Barbell)",,"Trying diff form out",3,"normal",31,6,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Shoulder Press (Dumbbell)",,"30 to heavy g",0,"normal",18,8,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Shoulder Press (Dumbbell)",,"30 to heavy g",1,"normal",30,1,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Shoulder Press (Dumbbell)",,"30 to heavy g",2,"failure",26,8,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Butterfly (Pec Deck)",,"",0,"normal",56,6,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Butterfly (Pec Deck)",,"",1,"failure",56,8,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Triceps Pushdown",,"",0,"failure",35,8,,,
"Push","Jan 7, 2026, 4:36 PM","Jan 7, 2026, 6:04 PM","","Triceps Pushdown",,"",1,"failure",35,6,,,
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Squat (Barbell)",,"Max rom, can push myself much more on normal squat compared to HS",0,"warmup",20,6,,,
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Squat (Barbell)",,"Max rom, can push myself much more on normal squat compared to HS",1,"warmup",60,8,,,
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Squat (Barbell)",,"Max rom, can push myself much more on normal squat compared to HS",2,"normal",80,6,,,8
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Squat (Barbell)",,"Max rom, can push myself much more on normal squat compared to HS",3,"failure",100,4,,,9.5
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Seated Calf Raise",,"",0,"normal",34.02,10,,,
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Seated Calf Raise",,"",1,"failure",56.7,8,,,
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Seated Calf Raise",,"",2,"failure",45.36,9,,,
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Romanian Deadlift (Barbell)",,"Fighting off a hamstring cramp since squats",0,"warmup",60,6,,,
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Romanian Deadlift (Barbell)",,"Fighting off a hamstring cramp since squats",1,"normal",100,6,,,
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Romanian Deadlift (Barbell)",,"Fighting off a hamstring cramp since squats",2,"failure",140,5,,,
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Leg Extension (Machine)",,"",0,"normal",38,6,,,
"Lower","Jan 6, 2026, 4:38 PM","Jan 6, 2026, 5:35 PM","","Leg Extension (Machine)",,"",1,"failure",56,6,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Deadlift (Barbell)",,"Mixed grip tryout - hands are fucking freezing",0,"normal",60,6,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Deadlift (Barbell)",,"Mixed grip tryout - hands are fucking freezing",1,"normal",100,4,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Deadlift (Barbell)",,"Mixed grip tryout - hands are fucking freezing",2,"normal",120,3,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Deadlift (Barbell)",,"Mixed grip tryout - hands are fucking freezing",3,"normal",140,2,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Lat Pulldown (Cable)",,"",0,"warmup",50,8,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Lat Pulldown (Cable)",,"",1,"failure",88,5,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Lat Pulldown (Cable)",,"",2,"failure",80,8,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Seated Row (Machine)",,"",0,"failure",73,5,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Seated Row (Machine)",,"",1,"failure",65,8,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Preacher Curl (Machine)",,"",0,"warmup",40,6,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Preacher Curl (Machine)",,"",1,"failure",65,5,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Preacher Curl (Machine)",,"",2,"failure",60,5,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"failure",88,6,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"failure",80,8,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Hammer Curl (Dumbbell)",,"First arm is weaker?",0,"failure",15.88,7,,,
"Pull","Jan 5, 2026, 6:28 PM","Jan 5, 2026, 7:33 PM","","Hammer Curl (Dumbbell)",,"First arm is weaker?",1,"failure",18.14,3,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Bench Press (Barbell)",,"95 kinda light work",0,"warmup",20,10,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Bench Press (Barbell)",,"95 kinda light work",1,"normal",60,8,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Bench Press (Barbell)",,"95 kinda light work",2,"normal",80,3,,,7
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Bench Press (Barbell)",,"95 kinda light work",3,"normal",90,1,,,9
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Bench Press (Barbell)",,"95 kinda light work",4,"normal",95,1,,,9.5
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Lateral Raise (Dumbbell)",,"",0,"warmup",9.07,10,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Lateral Raise (Dumbbell)",,"",1,"failure",11.34,10,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Lateral Raise (Dumbbell)",,"",2,"failure",13.61,5,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","JM Press (Barbell)",,"Smith",0,"warmup",11,10,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","JM Press (Barbell)",,"Smith",1,"normal",26,10,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","JM Press (Barbell)",,"Smith",2,"normal",31,8,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Seated Shoulder Press (Machine)",,"",0,"normal",23.5,6,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Seated Shoulder Press (Machine)",,"",1,"failure",68.5,4,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Seated Shoulder Press (Machine)",,"",2,"failure",63.5,5,,,
"Push","Jan 4, 2026, 9:12 AM","Jan 4, 2026, 10:58 AM","","Butterfly (Pec Deck)",,"",0,"normal",56,6,,,
